id,name,height,weight,base_experience,generation,is_legendary,type_1,type_2,hp,attack,defense,special-attack,special-defense,speed
338,solrock,12,1540,161,generation-iii,False,rock,psychic,90,95,85,55,65,70
339,barboach,4,19,58,generation-iii,False,water,ground,50,48,43,46,41,60
340,whiscash,9,236,164,generation-iii,False,water,ground,110,78,73,76,71,60
341,corphish,6,115,62,generation-iii,False,water,,43,80,65,50,35,35
342,crawdaunt,11,328,164,generation-iii,False,water,dark,63,120,85,90,55,55
343,baltoy,5,215,60,generation-iii,False,ground,psychic,40,40,55,40,70,55
344,claydol,15,1080,175,generation-iii,False,ground,psychic,60,70,105,70,120,75
345,lileep,10,238,71,generation-iii,False,rock,grass,66,41,77,61,87,23
346,cradily,15,604,173,generation-iii,False,rock,grass,86,81,97,81,107,43
347,anorith,7,125,71,generation-iii,False,rock,bug,45,95,50,40,50,75
348,armaldo,15,682,173,generation-iii,False,rock,bug,75,125,100,70,80,45
349,feebas,6,74,40,generation-iii,False,water,,20,15,20,10,55,80
350,milotic,62,1620,189,generation-iii,False,water,,95,60,79,100,125,81
351,castform,3,8,147,generation-iii,False,normal,,70,70,70,70,70,70
352,kecleon,10,220,154,generation-iii,False,normal,,60,90,70,60,120,40
353,shuppet,6,23,59,generation-iii,False,ghost,,44,75,35,63,33,45
354,banette,11,125,159,generation-iii,False,ghost,,64,115,65,83,63,65
355,duskull,8,150,59,generation-iii,False,ghost,,20,40,90,30,90,25
356,dusclops,16,306,159,generation-iii,False,ghost,,40,70,130,60,130,25
357,tropius,20,1000,161,generation-iii,False,grass,flying,99,68,83,72,87,51
358,chimecho,6,10,159,generation-iii,False,psychic,,75,50,80,95,90,65
359,absol,12,470,163,generation-iii,False,dark,,65,130,60,75,60,75
360,wynaut,6,140,52,generation-iii,False,psychic,,95,23,48,23,48,23
361,snorunt,7,168,60,generation-iii,False,ice,,50,50,50,50,50,50
362,glalie,15,2565,168,generation-iii,False,ice,,80,80,80,80,80,80
363,spheal,8,395,58,generation-iii,False,ice,water,70,40,50,55,50,25
364,sealeo,11,876,144,generation-iii,False,ice,water,90,60,70,75,70,45
365,walrein,14,1506,239,generation-iii,False,ice,water,110,80,90,95,90,65
366,clamperl,4,525,69,generation-iii,False,water,,35,64,85,74,55,32
367,huntail,17,270,170,generation-iii,False,water,,55,104,105,94,75,52
368,gorebyss,18,226,170,generation-iii,False,water,,55,84,105,114,75,52
369,relicanth,10,234,170,generation-iii,False,water,rock,100,90,130,45,65,55
370,luvdisc,6,87,116,generation-iii,False,water,,43,30,55,40,65,97
371,bagon,6,421,60,generation-iii,False,dragon,,45,75,60,40,30,50
372,shelgon,11,1105,147,generation-iii,False,dragon,,65,95,100,60,50,50
373,salamence,15,1026,270,generation-iii,False,dragon,flying,95,135,80,110,80,100
374,beldum,6,952,60,generation-iii,False,steel,psychic,40,55,80,35,60,30
375,metang,12,2025,147,generation-iii,False,steel,psychic,60,75,100,55,80,50
376,metagross,16,5500,270,generation-iii,False,steel,psychic,80,135,130,95,90,70
377,regirock,17,2300,261,generation-iii,True,rock,,80,100,200,50,100,50
378,regice,18,1750,261,generation-iii,True,ice,,80,50,100,100,200,50
379,registeel,19,2050,261,generation-iii,True,steel,,80,75,150,75,150,50
380,latias,14,400,270,generation-iii,True,dragon,psychic,80,80,90,110,130,110
381,latios,20,600,270,generation-iii,True,dragon,psychic,80,90,80,130,110,110
382,kyogre,45,3520,302,generation-iii,True,water,,100,100,90,150,140,90
383,groudon,35,9500,302,generation-iii,True,ground,,100,150,140,100,90,90
384,rayquaza,70,2065,306,generation-iii,True,dragon,flying,105,150,90,150,90,95
385,jirachi,3,11,270,generation-iii,False,steel,psychic,100,100,100,100,100,100
386,deoxys-normal,17,608,270,,False,psychic,,50,150,50,150,50,150
387,turtwig,4,102,64,generation-iv,False,grass,,55,68,64,45,55,31
388,grotle,11,970,142,generation-iv,False,grass,,75,89,85,55,65,36
389,torterra,22,3100,236,generation-iv,False,grass,ground,95,109,105,75,85,56
390,chimchar,5,62,62,generation-iv,False,fire,,44,58,44,58,44,61
391,monferno,9,220,142,generation-iv,False,fire,fighting,64,78,52,78,52,81
392,infernape,12,550,240,generation-iv,False,fire,fighting,76,104,71,104,71,108
393,piplup,4,52,63,generation-iv,False,water,,53,51,53,61,56,40
394,prinplup,8,230,142,generation-iv,False,water,,64,66,68,81,76,50
395,empoleon,17,845,239,generation-iv,False,water,steel,84,86,88,111,101,60
396,starly,3,20,49,generation-iv,False,normal,flying,40,55,30,30,30,60
397,staravia,6,155,119,generation-iv,False,normal,flying,55,75,50,40,40,80
398,staraptor,12,249,218,generation-iv,False,normal,flying,85,120,70,50,60,100
399,bidoof,5,200,50,generation-iv,False,normal,,59,45,40,35,40,31
400,bibarel,10,315,144,generation-iv,False,normal,water,79,85,60,55,60,71
401,kricketot,3,22,39,generation-iv,False,bug,,37,25,41,25,41,25
402,kricketune,10,255,134,generation-iv,False,bug,,77,85,51,55,51,65
403,shinx,5,95,53,generation-iv,False,electric,,45,65,34,40,34,45
404,luxio,9,305,127,generation-iv,False,electric,,60,85,49,60,49,60
405,luxray,14,420,235,generation-iv,False,electric,,80,120,79,95,79,70
406,budew,2,12,56,generation-iv,False,grass,poison,40,30,35,50,70,55
407,roserade,9,145,232,generation-iv,False,grass,poison,60,70,65,125,105,90
408,cranidos,9,315,70,generation-iv,False,rock,,67,125,40,30,30,58
409,rampardos,16,1025,173,generation-iv,False,rock,,97,165,60,65,50,58
410,shieldon,5,570,70,generation-iv,False,rock,steel,30,42,118,42,88,30
411,bastiodon,13,1495,173,generation-iv,False,rock,steel,60,52,168,47,138,30
412,burmy,2,34,45,generation-iv,False,bug,,40,29,45,29,45,36
413,wormadam-plant,5,65,148,,False,bug,grass,60,59,85,79,105,36
414,mothim,9,233,148,generation-iv,False,bug,flying,70,94,50,94,50,66
415,combee,3,55,49,generation-iv,False,bug,flying,30,30,42,30,42,70
416,vespiquen,12,385,166,generation-iv,False,bug,flying,70,80,102,80,102,40
417,pachirisu,4,39,142,generation-iv,False,electric,,60,45,70,45,90,95
418,buizel,7,295,66,generation-iv,False,water,,55,65,35,60,30,85
419,floatzel,11,335,173,generation-iv,False,water,,85,105,55,85,50,115
420,cherubi,4,33,55,generation-iv,False,grass,,45,35,45,62,53,35
421,cherrim,5,93,158,generation-iv,False,grass,,70,60,70,87,78,85
422,shellos,3,63,65,generation-iv,False,water,,76,48,48,57,62,34
423,gastrodon,9,299,166,generation-iv,False,water,ground,111,83,68,92,82,39
424,ambipom,12,203,169,generation-iv,False,normal,,75,100,66,60,66,115
425,drifloon,4,12,70,generation-iv,False,ghost,flying,90,50,34,60,44,70
426,drifblim,12,150,174,generation-iv,False,ghost,flying,150,80,44,90,54,80
427,buneary,4,55,70,generation-iv,False,normal,,55,66,44,44,56,85
428,lopunny,12,333,168,generation-iv,False,normal,,65,76,84,54,96,105
429,mismagius,9,44,173,generation-iv,False,ghost,,60,60,60,105,105,105
430,honchkrow,9,273,177,generation-iv,False,dark,flying,100,125,52,105,52,71
431,glameow,5,39,62,generation-iv,False,normal,,49,55,42,42,37,85
432,purugly,10,438,158,generation-iv,False,normal,,71,82,64,64,59,112
433,chingling,2,6,57,generation-iv,False,psychic,,45,30,50,65,50,45
434,stunky,4,192,66,generation-iv,False,poison,dark,63,63,47,41,41,74
435,skuntank,10,380,168,generation-iv,False,poison,dark,103,93,67,71,61,84
436,bronzor,5,605,60,generation-iv,False,steel,psychic,57,24,86,24,86,23
437,bronzong,13,1870,175,generation-iv,False,steel,psychic,67,89,116,79,116,33
438,bonsly,5,150,58,generation-iv,False,rock,,50,80,95,10,45,10
439,mime-jr,6,130,62,generation-iv,False,psychic,fairy,20,25,45,70,90,60
440,happiny,6,244,110,generation-iv,False,normal,,100,5,5,15,65,30
441,chatot,5,19,144,generation-iv,False,normal,flying,76,65,45,92,42,91
442,spiritomb,10,1080,170,generation-iv,False,ghost,dark,50,92,108,92,108,35
443,gible,7,205,60,generation-iv,False,dragon,ground,58,70,45,40,45,42
444,gabite,14,560,144,generation-iv,False,dragon,ground,68,90,65,50,55,82
445,garchomp,19,950,270,generation-iv,False,dragon,ground,108,130,95,80,85,102
446,munchlax,6,1050,78,generation-iv,False,normal,,135,85,40,40,85,5
447,riolu,7,202,57,generation-iv,False,fighting,,40,70,40,35,40,60
448,lucario,12,540,184,generation-iv,False,fighting,steel,70,110,70,115,70,90
449,hippopotas,8,495,66,generation-iv,False,ground,,68,72,78,38,42,32
450,hippowdon,20,3000,184,generation-iv,False,ground,,108,112,118,68,72,47
451,skorupi,8,120,66,generation-iv,False,poison,bug,40,50,90,30,55,65
452,drapion,13,615,175,generation-iv,False,poison,dark,70,90,110,60,75,95
453,croagunk,7,230,60,generation-iv,False,poison,fighting,48,61,40,61,40,50
454,toxicroak,13,444,172,generation-iv,False,poison,fighting,83,106,65,86,65,85
455,carnivine,14,270,159,generation-iv,False,grass,,74,100,72,90,72,46
456,finneon,4,70,66,generation-iv,False,water,,49,49,56,49,61,66
457,lumineon,12,240,161,generation-iv,False,water,,69,69,76,69,86,91
458,mantyke,10,650,69,generation-iv,False,water,flying,45,20,50,60,120,50
459,snover,10,505,67,generation-iv,False,grass,ice,60,62,50,62,60,40
460,abomasnow,22,1355,173,generation-iv,False,grass,ice,90,92,75,92,85,60
461,weavile,11,340,179,generation-iv,False,dark,ice,70,120,65,45,85,125
462,magnezone,12,1800,241,generation-iv,False,electric,steel,70,70,115,130,90,60
463,lickilicky,17,1400,180,generation-iv,False,normal,,110,85,95,80,95,50
464,rhyperior,24,2828,241,generation-iv,False,ground,rock,115,140,130,55,55,40
465,tangrowth,20,1286,187,generation-iv,False,grass,,100,100,125,110,50,50
466,electivire,18,1386,243,generation-iv,False,electric,,75,123,67,95,85,95
467,magmortar,16,680,243,generation-iv,False,fire,,75,95,67,125,95,83
468,togekiss,15,380,245,generation-iv,False,fairy,flying,85,50,95,120,115,80
469,yanmega,19,515,180,generation-iv,False,bug,flying,86,76,86,116,56,95
470,leafeon,10,255,184,generation-iv,False,grass,,65,110,130,60,65,95
471,glaceon,8,259,184,generation-iv,False,ice,,65,60,110,130,95,65
472,gliscor,20,425,179,generation-iv,False,ground,flying,75,95,125,45,75,95
473,mamoswine,25,2910,239,generation-iv,False,ice,ground,110,130,80,70,60,80
474,porygon-z,9,340,241,generation-iv,False,normal,,85,80,70,135,75,90
475,gallade,16,520,233,generation-iv,False,psychic,fighting,68,125,65,65,115,80
476,probopass,14,3400,184,generation-iv,False,rock,steel,60,55,145,75,150,40
477,dusknoir,22,1066,236,generation-iv,False,ghost,,45,100,135,65,135,45
478,froslass,13,266,168,generation-iv,False,ice,ghost,70,80,70,80,70,110
479,rotom,3,3,154,generation-iv,False,electric,ghost,50,50,77,95,77,91
480,uxie,3,3,261,generation-iv,True,psychic,,75,75,130,75,130,95
481,mesprit,3,3,261,generation-iv,True,psychic,,80,105,105,105,105,80
482,azelf,3,3,261,generation-iv,True,psychic,,75,125,70,125,70,115
483,dialga,54,6830,306,generation-iv,True,steel,dragon,100,120,120,150,100,90
484,palkia,42,3360,306,generation-iv,True,water,dragon,90,120,100,150,120,100
485,heatran,17,4300,270,generation-iv,True,fire,steel,91,90,106,130,106,77
486,regigigas,37,4200,302,generation-iv,True,normal,,110,160,110,80,110,100
487,giratina-altered,45,7500,306,,False,ghost,dragon,150,100,120,100,120,90
488,cresselia,15,856,270,generation-iv,True,psychic,,120,70,110,75,120,85
489,phione,4,31,216,generation-iv,False,water,,80,80,80,80,80,80
490,manaphy,3,14,270,generation-iv,False,water,,100,100,100,100,100,100
491,darkrai,15,505,270,generation-iv,False,dark,,70,90,90,135,90,125
492,shaymin-land,2,21,270,,False,grass,,100,100,100,100,100,100
493,arceus,32,3200,324,generation-iv,False,normal,,120,120,120,120,120,120
494,victini,4,40,270,generation-v,False,psychic,fire,100,100,100,100,100,100
495,snivy,6,81,62,generation-v,False,grass,,45,45,55,45,55,63
496,servine,8,160,145,generation-v,False,grass,,60,60,75,60,75,83
497,serperior,33,630,238,generation-v,False,grass,,75,75,95,75,95,113
498,tepig,5,99,62,generation-v,False,fire,,65,63,45,45,45,45
499,pignite,10,555,146,generation-v,False,fire,fighting,90,93,55,70,55,55
500,emboar,16,1500,238,generation-v,False,fire,fighting,110,123,65,100,65,65
501,oshawott,5,59,62,generation-v,False,water,,55,55,45,63,45,45
502,dewott,8,245,145,generation-v,False,water,,75,75,60,83,60,60
503,samurott,15,946,238,generation-v,False,water,,95,100,85,108,70,70
504,patrat,5,116,51,generation-v,False,normal,,45,55,39,35,39,42
505,watchog,11,270,147,generation-v,False,normal,,60,85,69,60,69,77
506,lillipup,4,41,55,generation-v,False,normal,,45,60,45,25,45,55
507,herdier,9,147,130,generation-v,False,normal,,65,80,65,35,65,60
508,stoutland,12,610,225,generation-v,False,normal,,85,110,90,45,90,80
509,purrloin,4,101,56,generation-v,False,dark,,41,50,37,50,37,66
510,liepard,11,375,156,generation-v,False,dark,,64,88,50,88,50,106
511,pansage,6,105,63,generation-v,False,grass,,50,53,48,53,48,64
512,simisage,11,305,174,generation-v,False,grass,,75,98,63,98,63,101
513,pansear,6,110,63,generation-v,False,fire,,50,53,48,53,48,64
514,simisear,10,280,174,generation-v,False,fire,,75,98,63,98,63,101
515,panpour,6,135,63,generation-v,False,water,,50,53,48,53,48,64
516,simipour,10,290,174,generation-v,False,water,,75,98,63,98,63,101
517,munna,6,233,58,generation-v,False,psychic,,76,25,45,67,55,24
518,musharna,11,605,170,generation-v,False,psychic,,116,55,85,107,95,29
519,pidove,3,21,53,generation-v,False,normal,flying,50,55,50,36,30,43
520,tranquill,6,150,125,generation-v,False,normal,flying,62,77,62,50,42,65
521,unfezant,12,290,220,generation-v,False,normal,flying,80,115,80,65,55,93
522,blitzle,8,298,59,generation-v,False,electric,,45,60,32,50,32,76
523,zebstrika,16,795,174,generation-v,False,electric,,75,100,63,80,63,116
524,roggenrola,4,180,56,generation-v,False,rock,,55,75,85,25,25,15
525,boldore,9,1020,137,generation-v,False,rock,,70,105,105,50,40,20
526,gigalith,17,2600,232,generation-v,False,rock,,85,135,130,60,80,25
527,woobat,4,21,65,generation-v,False,psychic,flying,65,45,43,55,43,72
528,swoobat,9,105,149,generation-v,False,psychic,flying,67,57,55,77,55,114
529,drilbur,3,85,66,generation-v,False,ground,,60,85,40,30,45,68
530,excadrill,7,404,178,generation-v,False,ground,steel,110,135,60,50,65,88
531,audino,11,310,390,generation-v,False,normal,,103,60,86,60,86,50
532,timburr,6,125,61,generation-v,False,fighting,,75,80,55,25,35,35
533,gurdurr,12,400,142,generation-v,False,fighting,,85,105,85,40,50,40
534,conkeldurr,14,870,227,generation-v,False,fighting,,105,140,95,55,65,45
535,tympole,5,45,59,generation-v,False,water,,50,50,40,50,40,64
536,palpitoad,8,170,134,generation-v,False,water,ground,75,65,55,65,55,69
537,seismitoad,15,620,229,generation-v,False,water,ground,105,95,75,85,75,74
538,throh,13,555,163,generation-v,False,fighting,,120,100,85,30,85,45
539,sawk,14,510,163,generation-v,False,fighting,,75,125,75,30,75,85
540,sewaddle,3,25,62,generation-v,False,bug,grass,45,53,70,40,60,42
541,swadloon,5,73,133,generation-v,False,bug,grass,55,63,90,50,80,42
542,leavanny,12,205,225,generation-v,False,bug,grass,75,103,80,70,80,92
543,venipede,4,53,52,generation-v,False,bug,poison,30,45,59,30,39,57
544,whirlipede,12,585,126,generation-v,False,bug,poison,40,55,99,40,79,47
545,scolipede,25,2005,218,generation-v,False,bug,poison,60,100,89,55,69,112
546,cottonee,3,6,56,generation-v,False,grass,fairy,40,27,60,37,50,66
547,whimsicott,7,66,168,generation-v,False,grass,fairy,60,67,85,77,75,116
548,petilil,5,66,56,generation-v,False,grass,,45,35,50,70,50,30
549,lilligant,11,163,168,generation-v,False,grass,,70,60,75,110,75,90
550,basculin-red-striped,10,180,161,,False,water,,70,92,65,80,55,98
551,sandile,7,152,58,generation-v,False,ground,dark,50,72,35,35,35,65
552,krokorok,10,334,123,generation-v,False,ground,dark,60,82,45,45,45,74
553,krookodile,15,963,234,generation-v,False,ground,dark,95,117,80,65,70,92
554,darumaka,6,375,63,generation-v,False,fire,,70,90,45,15,45,50
555,darmanitan-standard,13,929,168,,False,fire,,105,140,55,30,55,95
556,maractus,10,280,161,generation-v,False,grass,,75,86,67,106,67,60
557,dwebble,3,145,65,generation-v,False,bug,rock,50,65,85,35,35,55
558,crustle,14,2000,170,generation-v,False,bug,rock,70,105,125,65,75,45
559,scraggy,6,118,70,generation-v,False,dark,fighting,50,75,70,35,70,48
560,scrafty,11,300,171,generation-v,False,dark,fighting,65,90,115,45,115,58
561,sigilyph,14,140,172,generation-v,False,psychic,flying,72,58,80,103,80,97
562,yamask,5,15,61,generation-v,False,ghost,,38,30,85,55,65,30
563,cofagrigus,17,765,169,generation-v,False,ghost,,58,50,145,95,105,30
564,tirtouga,7,165,71,generation-v,False,water,rock,54,78,103,53,45,22
565,carracosta,12,810,173,generation-v,False,water,rock,74,108,133,83,65,32
566,archen,5,95,71,generation-v,False,rock,flying,55,112,45,74,45,70
567,archeops,14,320,177,generation-v,False,rock,flying,75,140,65,112,65,110
568,trubbish,6,310,66,generation-v,False,poison,,50,50,62,40,62,65
569,garbodor,19,1073,166,generation-v,False,poison,,80,95,82,60,82,75
570,zorua,7,125,66,generation-v,False,dark,,40,65,40,80,40,65
571,zoroark,16,811,179,generation-v,False,dark,,60,105,60,120,60,105
572,minccino,4,58,60,generation-v,False,normal,,55,50,40,40,40,75
573,cinccino,5,75,165,generation-v,False,normal,,75,95,60,65,60,115
574,gothita,4,58,58,generation-v,False,psychic,,45,30,50,55,65,45
575,gothorita,7,180,137,generation-v,False,psychic,,60,45,70,75,85,55
576,gothitelle,15,440,221,generation-v,False,psychic,,70,55,95,95,110,65
577,solosis,3,10,58,generation-v,False,psychic,,45,30,40,105,50,20
578,duosion,6,80,130,generation-v,False,psychic,,65,40,50,125,60,30
579,reuniclus,10,201,221,generation-v,False,psychic,,110,65,75,125,85,30
580,ducklett,5,55,61,generation-v,False,water,flying,62,44,50,44,50,55
581,swanna,13,242,166,generation-v,False,water,flying,75,87,63,87,63,98
582,vanillite,4,57,61,generation-v,False,ice,,36,50,50,65,60,44
583,vanillish,11,410,138,generation-v,False,ice,,51,65,65,80,75,59
584,vanilluxe,13,575,241,generation-v,False,ice,,71,95,85,110,95,79
585,deerling,6,195,67,generation-v,False,normal,grass,60,60,50,40,50,75
586,sawsbuck,19,925,166,generation-v,False,normal,grass,80,100,70,60,70,95
587,emolga,4,50,150,generation-v,False,electric,flying,55,75,60,75,60,103
588,karrablast,5,59,63,generation-v,False,bug,,50,75,45,40,45,60
589,escavalier,10,330,173,generation-v,False,bug,steel,70,135,105,60,105,20
590,foongus,2,10,59,generation-v,False,grass,poison,69,55,45,55,55,15
591,amoonguss,6,105,162,generation-v,False,grass,poison,114,85,70,85,80,30
592,frillish,12,330,67,generation-v,False,water,ghost,55,40,50,65,85,40
593,jellicent,22,1350,168,generation-v,False,water,ghost,100,60,70,85,105,60
594,alomomola,12,316,165,generation-v,False,water,,165,75,80,40,45,65
595,joltik,1,6,64,generation-v,False,bug,electric,50,47,50,57,50,65
596,galvantula,8,143,165,generation-v,False,bug,electric,70,77,60,97,60,108
597,ferroseed,6,188,61,generation-v,False,grass,steel,44,50,91,24,86,10
598,ferrothorn,10,1100,171,generation-v,False,grass,steel,74,94,131,54,116,20
599,klink,3,210,60,generation-v,False,steel,,40,55,70,45,60,30
600,klang,6,510,154,generation-v,False,steel,,60,80,95,70,85,50
601,klinklang,6,810,234,generation-v,False,steel,,60,100,115,70,85,90
602,tynamo,2,3,55,generation-v,False,electric,,35,55,40,45,40,60
603,eelektrik,12,220,142,generation-v,False,electric,,65,85,70,75,70,40
604,eelektross,21,805,232,generation-v,False,electric,,85,115,80,105,80,50
605,elgyem,5,90,67,generation-v,False,psychic,,55,55,55,85,55,30
606,beheeyem,10,345,170,generation-v,False,psychic,,75,75,75,125,95,40
607,litwick,3,31,55,generation-v,False,ghost,fire,50,30,55,65,55,20
608,lampent,6,130,130,generation-v,False,ghost,fire,60,40,60,95,60,55
609,chandelure,10,343,234,generation-v,False,ghost,fire,60,55,90,145,90,80
610,axew,6,180,64,generation-v,False,dragon,,46,87,60,30,40,57
611,fraxure,10,360,144,generation-v,False,dragon,,66,117,70,40,50,67
612,haxorus,18,1055,243,generation-v,False,dragon,,76,147,90,60,70,97
613,cubchoo,5,85,61,generation-v,False,ice,,55,70,40,60,40,40
614,beartic,26,2600,177,generation-v,False,ice,,95,130,80,70,80,50
615,cryogonal,11,1480,180,generation-v,False,ice,,80,50,50,95,135,105
616,shelmet,4,77,61,generation-v,False,bug,,50,40,85,40,65,25
617,accelgor,8,253,173,generation-v,False,bug,,80,70,40,100,60,145
618,stunfisk,7,110,165,generation-v,False,ground,electric,109,66,84,81,99,32
619,mienfoo,9,200,70,generation-v,False,fighting,,45,85,50,55,50,65
620,mienshao,14,355,179,generation-v,False,fighting,,65,125,60,95,60,105
621,druddigon,16,1390,170,generation-v,False,dragon,,77,120,90,60,90,48
622,golett,10,920,61,generation-v,False,ground,ghost,59,74,50,35,50,35
623,golurk,28,3300,169,generation-v,False,ground,ghost,89,124,80,55,80,55
624,pawniard,5,102,68,generation-v,False,dark,steel,45,85,70,40,40,60
625,bisharp,16,700,172,generation-v,False,dark,steel,65,125,100,60,70,70
626,bouffalant,16,946,172,generation-v,False,normal,,95,110,95,40,95,55
627,rufflet,5,105,70,generation-v,False,normal,flying,70,83,50,37,50,60
628,braviary,15,410,179,generation-v,False,normal,flying,100,123,75,57,75,80
629,vullaby,5,90,74,generation-v,False,dark,flying,70,55,75,45,65,60
630,mandibuzz,12,395,179,generation-v,False,dark,flying,110,65,105,55,95,80
631,heatmor,14,580,169,generation-v,False,fire,,85,97,66,105,66,65
632,durant,3,330,169,generation-v,False,bug,steel,58,109,112,48,48,109
633,deino,8,173,60,generation-v,False,dark,dragon,52,65,50,45,50,38
634,zweilous,14,500,147,generation-v,False,dark,dragon,72,85,70,65,70,58
635,hydreigon,18,1600,270,generation-v,False,dark,dragon,92,105,90,125,90,98
636,larvesta,11,288,72,generation-v,False,bug,fire,55,85,55,50,55,60
637,volcarona,16,460,248,generation-v,False,bug,fire,85,60,65,135,105,100
638,cobalion,21,2500,261,generation-v,True,steel,fighting,91,90,129,90,72,108
639,terrakion,19,2600,261,generation-v,True,rock,fighting,91,129,90,72,90,108
640,virizion,20,2000,261,generation-v,True,grass,fighting,91,90,72,90,129,108
641,tornadus-incarnate,15,630,261,,False,flying,,79,115,70,125,80,111
642,thundurus-incarnate,15,610,261,,False,electric,flying,79,115,70,125,80,111
643,reshiram,32,3300,306,generation-v,True,dragon,fire,100,120,100,150,120,90
644,zekrom,29,3450,306,generation-v,True,dragon,electric,100,150,120,120,100,90
645,landorus-incarnate,15,680,270,,False,ground,flying,89,125,90,115,80,101
646,kyurem,30,3250,297,generation-v,True,dragon,ice,125,130,90,130,90,95
647,keldeo-ordinary,14,485,261,,False,water,fighting,91,72,90,129,90,108
648,meloetta-aria,6,65,270,,False,normal,psychic,100,77,77,128,128,90
649,genesect,15,825,270,generation-v,False,bug,steel,71,120,95,120,95,99
650,chespin,4,90,63,generation-vi,False,grass,,56,61,65,48,45,38
651,quilladin,7,290,142,generation-vi,False,grass,,61,78,95,56,58,57
652,chesnaught,16,900,239,generation-vi,False,grass,fighting,88,107,122,74,75,64
653,fennekin,4,94,61,generation-vi,False,fire,,40,45,40,62,60,60
654,braixen,10,145,143,generation-vi,False,fire,,59,59,58,90,70,73
655,delphox,15,390,240,generation-vi,False,fire,psychic,75,69,72,114,100,104
656,froakie,3,70,63,generation-vi,False,water,,41,56,40,62,44,71
657,frogadier,6,109,142,generation-vi,False,water,,54,63,52,83,56,97
658,greninja,15,400,239,generation-vi,False,water,dark,72,95,67,103,71,122
659,bunnelby,4,50,47,generation-vi,False,normal,,38,36,38,32,36,57
660,diggersby,10,424,148,generation-vi,False,normal,ground,85,56,77,50,77,78
661,fletchling,3,17,56,generation-vi,False,normal,flying,45,50,43,40,38,62
662,fletchinder,7,160,134,generation-vi,False,fire,flying,62,73,55,56,52,84
663,talonflame,12,245,175,generation-vi,False,fire,flying,78,81,71,74,69,126
664,scatterbug,3,25,40,generation-vi,False,bug,,38,35,40,27,25,35
665,spewpa,3,84,75,generation-vi,False,bug,,45,22,60,27,30,29
666,vivillon,12,170,185,generation-vi,False,bug,flying,80,52,50,90,50,89
667,litleo,6,135,74,generation-vi,False,fire,normal,62,50,58,73,54,72
668,pyroar,15,815,177,generation-vi,False,fire,normal,86,68,72,109,66,106
669,flabebe,1,1,61,generation-vi,False,fairy,,44,38,39,61,79,42
670,floette,2,9,130,generation-vi,False,fairy,,54,45,47,75,98,52
671,florges,11,100,248,generation-vi,False,fairy,,78,65,68,112,154,75
672,skiddo,9,310,70,generation-vi,False,grass,,66,65,48,62,57,52
673,gogoat,17,910,186,generation-vi,False,grass,,123,100,62,97,81,68
